,place_id,name,address,latitude,longitude,types,googleMapsUri,priceRange,place_overall_rating,userRatingCount,extract_date,author_name,user_review_rating,text,author_id,uniqueID,timestamp,state,main_category,sub_category,operating_hours_cleaned,Monday_hours,Tuesday_hours,Wednesday_hours,Thursday_hours,Friday_hours,Saturday_hours,Sunday_hours,clean_name,weak_label,is_consistent,vader_score
20117,ChIJ5UFklLlt0DERR2IGQeFMCeg,Restoran Bawah Kolong,"Jalan Cempaka, Kampung Masjid Lama, 86000 Kluang, Johor Darul Ta'zim, Malaysia",2.0345659,103.3256202,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=16719979621931967047,2.0,4.2,1100,2025-10-20,Muhd Iman,2,"Food and the environment was okay, but the cashier need to be better at serving the customer. Me and my friend was served with a cold face and voice while she can suddenly change her intonations with other customer who seems like a regular. What a joke",105160972445241445794,ChIJ5UFklLlt0DERR2IGQeFMCeg_105160972445241445794,2025-08-26 05:27:38,Johor,restaurant,restaurant,Monday: 7:00AM-5:00PM | Tuesday: 7:00AM-5:00PM | Wednesday: 7:00AM-5:00PM | Thursday: 7:00AM-5:00PM | Friday: Closed | Saturday: 7:00AM-5:00PM | Sunday: 7:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,Closed,7:00AM-5:00PM,7:00AM-5:00PM,Restoran Bawah Kolong,negative,False,0.9398
20122,ChIJCx4wyu552jERnqPZv1vpEZY,Lapan Kati Seafood Restaurant,"161, Jalan Kenanga 29/4, Bandar Indahpura, 81000 Kulai, Johor Darul Ta'zim, Malaysia",1.6426145,103.6181337,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=10813680760563278750,2.0,4.2,484,2025-10-20,Brendan,2,Food wasn't really fresh although the price and portion was still reasonable. Fish felt old and frozen. The venison was nice but portion small. Vegetable and tofu was okay only. Drinks are good and freshly made.,117583092881609068665,ChIJCx4wyu552jERnqPZv1vpEZY_117583092881609068665,2019-08-14 13:34:13,Johor,restaurant,restaurant,"Monday: Closed | Tuesday: 11:00AM-2:30PM, 5:00-10:00PM | Wednesday: 11:00AM-2:30PM, 5:00-10:00PM | Thursday: 11:00AM-2:30PM, 5:00-10:00PM | Friday: Closed | Saturday: 12:00-3:00PM, 5:00-10:00PM | Sunday: 12:00-3:00PM, 5:00-10:00PM",Closed,"11:00AM-2:30PM, 5:00PM-10:00PM","11:00AM-2:30PM, 5:00PM-10:00PM","11:00AM-2:30PM, 5:00PM-10:00PM",Closed,"12:00PM-3:00PM, 5:00PM-10:00PM","12:00PM-3:00PM, 5:00PM-10:00PM",Lapan Kati Seafood Restaurant,negative,False,0.6819
20179,ChIJX76pfLAM2jER1rxPvHFGYSM,Sushi House Bukit Indah,"22, Jalan Indah 25/16, Taman Bukit Indah 2, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.469079,103.6503879,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=2549396318373002454,2.0,4.6,1906,2025-10-20,Shu Ying Lee,1,"The food is lousy leh. They give free dessert & drink if u rate them well, that's why such good rating, my opinion. The salmon fish head is totally not fresh at all, totally tasteless. The sashimi texture is weird, although tasted fresh. The shredded radish was best. Haha, no more next time, for sure.",101327883787901879111,ChIJX76pfLAM2jER1rxPvHFGYSM_101327883787901879111,2025-03-29 05:34:32,Johor,restaurant,restaurant,Monday: 12:00-9:00PM | Tuesday: 12:00-9:00PM | Wednesday: 12:00-9:00PM | Thursday: 12:00-9:00PM | Friday: 12:00-9:30PM | Saturday: 12:00-9:30PM | Sunday: 12:00-9:30PM,12:00PM-9:00PM,12:00PM-9:00PM,12:00PM-9:00PM,12:00PM-9:00PM,12:00PM-9:30PM,12:00PM-9:30PM,12:00PM-9:30PM,Sushi House Bukit Indah,negative,False,0.8875
20195,ChIJxTBVxcgS2jERVCWuasqn8M0,Bharat Curry House (Mount Austin),"27, Jalan Mutiara Emas 9/3, Taman Mount Austin, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5458824,103.7886963,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=14839545260000814420,2.0,3.8,1315,2025-10-20,Appabbma Appabb,1,"very disappointed with the food here , sambar have the strong spice smell like undercooked, most of the dishes tasteless , ordered chicken 65 eventhough ordered freshly but it’s soggy ,, I didn’t finish my meal and loss my appetite for this lousy food .. please improve the taste!!
FYI: already complained at the counter so please  take note and try to accept it by improving ur food .",117113076482732960783,ChIJxTBVxcgS2jERVCWuasqn8M0_117113076482732960783,2025-08-30 06:18:28,Johor,restaurant,restaurant,Monday: 7:00AM-11:00PM | Tuesday: 7:00AM-11:00PM | Wednesday: 7:00AM-11:00PM | Thursday: 7:00AM-11:00PM | Friday: 7:00AM-11:00PM | Saturday: 7:00AM-11:00PM | Sunday: 7:00AM-11:00PM,7:00AM-11:00PM,7:00AM-11:00PM,7:00AM-11:00PM,7:00AM-11:00PM,7:00AM-11:00PM,7:00AM-11:00PM,7:00AM-11:00PM,Bharat Curry House Mount Austin,negative,False,0.883
20221,ChIJkUNrg6tz2jERlKsQm6-G0_E,Restoran MDS,"10 & 12, Jln Pertama 1, Pusat Perdagangan Danga Utama, 81300 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5194596,103.6792687,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=17425419472005540756,2.0,3.6,845,2025-10-20,jonathan “Drfeelgood”,2,"The food (briyani rice) tastes okay, but so expensive, even more expensive than Penang nasi kandar (with more dishes).

Drinks luckily I ordered kosong.

On top of that, they do not accept Touch N Go payment? Only cash? So inconvenient...

Even small wantan mee stalls accept TnG...

Would give this mamak a miss..",103471111736209790560,ChIJkUNrg6tz2jERlKsQm6-G0_E_103471111736209790560,2023-10-19 18:36:59,Johor,restaurant,restaurant,Monday: 24 Hours | Tuesday: 24 Hours | Wednesday: 24 Hours | Thursday: 24 Hours | Friday: 24 Hours | Saturday: 24 Hours | Sunday: 24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,Restoran MDS,negative,False,0.5276
20223,ChIJkUNrg6tz2jERlKsQm6-G0_E,Restoran MDS,"10 & 12, Jln Pertama 1, Pusat Perdagangan Danga Utama, 81300 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5194596,103.6792687,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=17425419472005540756,2.0,3.6,845,2025-10-20,YNWA 1234,1,Ordered mee goreng biasa and maggi goreng biasa which was ok but the drinks was too sweet even after asking for kurang manis. But the whole has some bad smell and the waiters are roaming around coughing without mask. I have eaten in more clean and hygienic mamak and this deserves a 1 for cleanliness and hygienic.,113110514585422644070,ChIJkUNrg6tz2jERlKsQm6-G0_E_113110514585422644070,2023-02-07 07:38:07,Johor,restaurant,restaurant,Monday: 24 Hours | Tuesday: 24 Hours | Wednesday: 24 Hours | Thursday: 24 Hours | Friday: 24 Hours | Saturday: 24 Hours | Sunday: 24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,Restoran MDS,negative,False,0.5913
20244,ChIJFyrJTN0S2jERWvAjnG-NaEc,J.H. Lovely Sweets â€¢ North Indian â€¢ Vegetarian,"418-5, 418-5, Jalan Trus, Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",1.4594467,103.7636429,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=5145518084771278938,,4.5,433,2025-10-20,Tan Cheng Chuan,1,"I’ve been coming here for many years as a regular customer, so here’s my honest review:

- Most of the sweets are not worth trying as the taste is inconsistent.

- The samosa was delicious.

- The tea was just average.

- Waiter need to improve their attitude, as arrogance leaves a bad impression.

- Overall quality has dropped compared to past years.

- The system for managing crowds should also be improved.",111283145831030566639,ChIJFyrJTN0S2jERWvAjnG-NaEc_111283145831030566639,2025-09-10 06:03:59,Johor,restaurant,restaurant,Monday: 10:00AM-10:00PM | Tuesday: 10:00AM-10:00PM | Wednesday: 10:00AM-10:00PM | Thursday: 10:00AM-10:00PM | Friday: 10:00AM-10:00PM | Saturday: 10:00AM-10:00PM | Sunday: 10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,J.H. Lovely Sweets North Indian Vegetarian,negative,False,0.8768
20263,ChIJmzltJ01z2jERYphOL6Fcq9Y,Sushi Mentai @ Bukit Indah,"No. 0116, Level 1, Jalan Indah 15/3, Bukit Indah, 81200 Johor Bahru, Johor, Malaysia",1.4832651,103.6624028,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=15468559192487270498,2.0,4.2,1677,2025-10-20,William Mah,1,"Dissatisfaction with the service and cleanliness standards I experienced at your Mentai Sushi Bukit Indah on [17 Sep 2025].
​Upon being seated, I noticed that my chair had a noticeable oily stain. When I politely brought this to a staff member's attention and requested that it be cleaned, I was met with a look of visible annoyance. The staff member then proceeded to wipe the stain with only a tissue, which was ineffective and left the chair in the same unsanitary condition. This lack of effort and unprofessional attitude was very disappointing.
​I understand that busy periods can be challenging, but a basic standard of cleanliness and a respectful response to a customer's request should always be maintained. The incident not only affected my comfort during the meal but also raised concerns about the overall hygiene of the restaurant.
​I hope you will take this feedback seriously and address these issues with your staff to ensure this does not happen to other customers.",113644422500060033843,ChIJmzltJ01z2jERYphOL6Fcq9Y_113644422500060033843,2025-09-17 11:45:33,Johor,restaurant,restaurant,Monday: 12:00-10:00PM | Tuesday: 12:00-10:00PM | Wednesday: 12:00-10:00PM | Thursday: 12:00-10:00PM | Friday: 12:00-10:00PM | Saturday: 11:30AM-10:30PM | Sunday: 11:30AM-10:30PM,12:00PM-10:00PM,12:00PM-10:00PM,12:00PM-10:00PM,12:00PM-10:00PM,12:00PM-10:00PM,11:30AM-10:30PM,11:30AM-10:30PM,Sushi Mentai Bukit Indah,negative,False,0.8024
20307,ChIJVb08V8QS2jERX6uvm6bsGgE,Amma Restaurant,"164 A, Jalan Ngee Heng, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4649563,103.7604932,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=79636143753112415,2.0,3.7,1388,2025-10-20,Raj Mohan Ramasamy,2,"Amma Restaurant is my favorite spot in JB — their briyani is truly one of the best in town.

However, I’ve noticed that the portion of basmati rice served is quite small. The chicken or mutton is usually hidden at the bottom and covered with rice on top, which gives the impression of a generous serving. But once the rice is separated, it becomes clear that the actual amount is quite limited.

I hope the owner will kindly take this into consideration. I understand that extra basmati rice is costly, but slightly increasing the rice portion would truly enhance the dining experience and reflect the quality that Amma Restaurant is known for.",113442585213647601644,ChIJVb08V8QS2jERX6uvm6bsGgE_113442585213647601644,2025-05-31 07:21:04,Johor,restaurant,restaurant,Monday: 8:00AM-10:00PM | Tuesday: 8:00AM-10:00PM | Wednesday: 8:00AM-10:00PM | Thursday: 8:00AM-10:00PM | Friday: 8:00AM-10:00PM | Saturday: 8:00AM-10:00PM | Sunday: 8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,Amma Restaurant,negative,False,0.9604
20331,ChIJ65pR_LcS2jERLB6-BoJH59M,Hutan Bandar Bistro HBB,"8, Jalan Padi Mahsuri 12, Bandar Baru Uda, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4706755,103.7572436,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=15269251685407399468,1.0,3.7,1051,2025-10-20,Fadzran Sazali,2,"For me ive tasted this chicken chop ever since in highschool years ago when its still located in hutan bandar. The price back then was only rm5. Now its triple the price but it tasted good, still the same as before. The only thing i hope that they'll improve their manpower because same person prepares the food n clean the tables. Its difficult to find table without dirty plates & glasses on them. Another thing is their atmosphere and cleanliness. The place was so dirty. Floor was not clean, sink was dirty. Its sad & hard to look at. Please make an improvement!!",116394418921565666806,ChIJ65pR_LcS2jERLB6-BoJH59M_116394418921565666806,2024-09-20 17:10:07,Johor,restaurant,restaurant,Monday: Closed | Tuesday: Closed | Wednesday: 5:30PM-2:00AM | Thursday: 5:30PM-2:00AM | Friday: 5:30PM-2:00AM | Saturday: 5:30PM-2:00AM | Sunday: 5:30PM-2:00AM,Closed,Closed,5:30PM-2:00AM,5:30PM-2:00AM,5:30PM-2:00AM,5:30PM-2:00AM,5:30PM-2:00AM,Hutan Bandar Bistro HBB,negative,False,0.709
20387,ChIJNXvVUBpy2jERJwa9-NBTBF4,Restoran Mustika Zam Zam Signature (Setia Tropika),"61, Jln Setia Tropika 1/25, Setia Tropika, 81200 Johor Bahru, Johor, Malaysia",1.5453838,103.7140751,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=6774631896463509031,2.0,4.0,798,2025-10-20,Andrew Logen,1,Food cooking still needs to improve.. using to much of MSG into food is very not good for health. Additional kitchen has to confirm that they are serving properly cook meals.. I had half cook fried chicken meat.. I had to informed the cashier but as usual not will take note.. well for those whom read this just take note and careful with your meals....  .chow chow...,105989543970405275141,ChIJNXvVUBpy2jERJwa9-NBTBF4_105989543970405275141,2025-05-31 09:05:00,Johor,restaurant,restaurant,Monday: 24 Hours | Tuesday: 24 Hours | Wednesday: 24 Hours | Thursday: 24 Hours | Friday: 24 Hours | Saturday: 24 Hours | Sunday: 24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,Restoran Mustika Zam Zam Signature Setia Tropika,negative,False,0.5658
20404,ChIJmaEKzJVy2jERw3xg1Fgsj0Q,Restoran Osman Garden Bistro,"2, Jalan Padi Emas 4/2, Bandar Baru Uda, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4984876,103.710502,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=4940216076280560835,2.0,3.8,865,2025-10-20,Jason,2,"Food is not only expensive (rice, chicken, fish and veggie cost me RM20) but tastes average. Not worth visiting; you'd get better value visiting the other nearby Mamak joints.",102078386964966620843,ChIJmaEKzJVy2jERw3xg1Fgsj0Q_102078386964966620843,2024-08-04 06:38:08,Johor,restaurant,restaurant,Monday: 24 Hours | Tuesday: 24 Hours | Wednesday: 24 Hours | Thursday: 24 Hours | Friday: 24 Hours | Saturday: 24 Hours | Sunday: 24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,Restoran Osman Garden Bistro,negative,False,0.7141
20428,ChIJgYzRhypt2jERrUwlRwiPfUs,Restoran Ayub,"156, Jalan Sri Pelangi, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4792714,103.774637,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=5439661190649564333,2.0,3.6,631,2025-10-20,emly peeyujie,1,"roti egg have egg shell inside and the price is so expensive RM3 for one roti egg normally it’s RM2 only maybe the egg shell is gold☺️ and we call a roti tisu we wait for the roti tisu like 45 minutes more and the price is RM6.50 so expensive
Thank you never go again 😅",114347754786074049428,ChIJgYzRhypt2jERrUwlRwiPfUs_114347754786074049428,2025-04-29 15:32:02,Johor,restaurant,restaurant,Monday: 12:01AM-12:00AM | Tuesday: 12:01AM-12:00AM | Wednesday: 12:01AM-12:00AM | Thursday: 12:01AM-12:00AM | Friday: 12:01AM-12:00AM | Saturday: 12:01AM-12:00AM | Sunday: 24 Hours,12:01AM-12:00AM,12:01AM-12:00AM,12:01AM-12:00AM,12:01AM-12:00AM,12:01AM-12:00AM,12:01AM-12:00AM,24 Hours,Restoran Ayub,negative,False,0.7326
20434,ChIJXa-5bBds2jER2Ge3rOd4Wqs,Restoran Kassim Beriani House,"1, Jalan Dedap 19, Taman Johor Jaya, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5414789,103.802269,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=12347314264820115416,2.0,3.8,711,2025-10-20,Md Ismail,1,The Briyani is enjoyable but the portion they giving is not for normal adult maybe for 6 year old kids. Maybe they want you to buy 2 sets for a person.,110079686704360730418,ChIJXa-5bBds2jER2Ge3rOd4Wqs_110079686704360730418,2025-09-23 08:37:26,Johor,restaurant,restaurant,Monday: 24 Hours | Tuesday: 24 Hours | Wednesday: 24 Hours | Thursday: 24 Hours | Friday: 24 Hours | Saturday: 24 Hours | Sunday: 24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,Restoran Kassim Beriani House,negative,False,0.6705
20477,ChIJl4iODMhw2jERh-BRCDXvQNQ,Restoran D'Ambang,"1769, Jalan Senai Utama 1/2, Taman Senai Utama, 81400 Senai, Johor Darul Ta'zim, Malaysia",1.610703,103.647167,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=15294487345602093191,2.0,4.0,360,2025-10-20,Safira Esmeralda Hascaryo,1,"this one it's not good i was order some ""ayam penyet"" but look what i got only rice and some friends in there
where is the chicken bro?
very dissapointed
thanks",109445472794927053405,ChIJl4iODMhw2jERh-BRCDXvQNQ_109445472794927053405,2021-05-09 10:52:08,Johor,restaurant,restaurant,Monday: 12:00-11:00PM | Tuesday: 12:00-11:00PM | Wednesday: 12:00-11:00PM | Thursday: 12:00-11:00PM | Friday: 12:00-11:00PM | Saturday: Closed | Sunday: Closed,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,Closed,Closed,Restoran D'Ambang,negative,False,0.8278
20507,ChIJywuPkAFt2jER7GzBxhakLJc,Pin Ming Xuan å“èŒ—è»’ å»£å¼èŒ¶æ¨“ (HQ KSL æ€»è¡Œ),"10, Jalan Serigala, Taman Century Garden, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4851976,103.7607356,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=10893262016433188076,2.0,4.4,2015,2025-10-20,JamesT T,2,"The standard of food is so so only.
Too many reviews saying how fantastic and I’m drawn here. Maybe I’m too hype with the high expectations. I tried many other Dim Sum in JB which are much better.

Porridge is flavourful but sus coz taste like msg.

Siu Mai and dumplings are 7/10. Good meat but lack of the flavours. Points given for good quality meat.

Custard Bao are ok. Looks ugly but surprisingly taste good. 8/10

Carrot cake real disappointment. Nothing to talk about. 3/10

Overall experience is ok. Just another random restaurant.",100915602548799851850,ChIJywuPkAFt2jER7GzBxhakLJc_100915602548799851850,2025-10-08 00:48:56,Johor,restaurant,restaurant,Monday: 7:30AM-4:00PM | Tuesday: 7:30AM-4:00PM | Wednesday: 7:30AM-4:00PM | Thursday: 7:30AM-4:00PM | Friday: 7:30AM-4:00PM | Saturday: 7:30AM-4:00PM | Sunday: 7:30AM-4:00PM,7:30AM-4:00PM,7:30AM-4:00PM,7:30AM-4:00PM,7:30AM-4:00PM,7:30AM-4:00PM,7:30AM-4:00PM,7:30AM-4:00PM,Pin Ming Xuan HQ KSL,negative,False,0.8201
20557,ChIJV6PZVPty2jERq2spNzpDd2s,Restoran Agneey's Cuisine,"Jalan Titiwangsa 3/3, Taman Tampoi Indah, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5061111,103.6886111,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=7743732001599482795,2.0,3.9,1942,2025-10-20,Rooban Rajan,2,"Food was good , but you’re definitely understaffed. Had to wait around 10–15 minutes just for someone to take my order. The roti canai tastes like it was readymade. Not a great experience.",101479172044648085296,ChIJV6PZVPty2jERq2spNzpDd2s_101479172044648085296,2025-10-12 02:56:32,Johor,restaurant,restaurant,Monday: 8:00AM-10:00PM | Tuesday: 8:00AM-10:00PM | Wednesday: 8:00AM-10:00PM | Thursday: 8:00AM-10:00PM | Friday: 8:00AM-10:00PM | Saturday: 8:00AM-10:00PM | Sunday: 8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,Restoran Agneey's Cuisine,negative,False,0.5121
20558,ChIJV6PZVPty2jERq2spNzpDd2s,Restoran Agneey's Cuisine,"Jalan Titiwangsa 3/3, Taman Tampoi Indah, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5061111,103.6886111,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=7743732001599482795,2.0,3.9,1942,2025-10-20,James,1,"I have been a regular patron of this restaurant for years. It’s a well-known Indian eatery in the area, and although it may not serve what I would call authentic Indian food, I notice that many Indian locals frequent the place.

The restaurant is best known for a few dishes, including their Indian set lunch, where customers choose dishes from a display counter, and roti starting at 3:30 p.m., along with tandoori chicken and naan. As for drinks, their previous signature beverages included ""blu"" (a mix of coffee and milk tea), coffee, and milk tea. However, it’s important to note that some of the drinks are not freshly made-to-order. Instead, they seem to pre-boil the tea and store it in containers before mixing with milk and serving it.

During my latest visit, after finishing my meal, I was sipping on a milk tea (teh tarik) when I noticed something unusual in the drink. At first, I thought it was a tea leaf, but after spitting it out, I discovered it was a fly. I immediately reported this to a waiter, but unfortunately, I received no response. When I later informed the supervisor (also acting as cashier) while paying the bill, I was told the fly may have gotten in when the drink was prepared. While I didn’t ask for a replacement or refund, for obvious reasons, I would have appreciated a better response or at least an apology.

Given the lack of concern for hygiene, I don’t plan to return unless there’s a clear improvement in their standards.",112479695105567522067,ChIJV6PZVPty2jERq2spNzpDd2s_112479695105567522067,2024-11-17 05:43:47,Johor,restaurant,restaurant,Monday: 8:00AM-10:00PM | Tuesday: 8:00AM-10:00PM | Wednesday: 8:00AM-10:00PM | Thursday: 8:00AM-10:00PM | Friday: 8:00AM-10:00PM | Saturday: 8:00AM-10:00PM | Sunday: 8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,Restoran Agneey's Cuisine,negative,False,0.8979
20652,ChIJNeZdvuNy2jERLQ60Uyw5g4w,Restoran Habib Taman Tampoi Utama,"36, Jalan Sri Perkasa 2/1, Taman Tampoi Utama, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5028521,103.6866474,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=10124999249804660269,2.0,3.7,952,2025-10-20,Joseph Teoh,2,"First time trying their nasi lemak ayam goreng with telur mata kerbau.

First off, the cucumber is sour! How is that even possible? Is it spoilt? Next, the FRIED CHICKEN, something that should be the anticipating one a BIG BIG DISAPPOINTMENT!! It’s SUPER DRY and soggy! Tasteless and felt like the chicken have been RE-fried many times in the past!! The skin even tasted BITTERNESS, can u imagine that?!

The peanuts and fried anchovies are also soggy and not crunchy at all. The only good one is the rice, eggs and sambal that tasted good.

Did they listen to my order of teh tarik kurang manis? NO! It’s still very sweet.

Overall, not a pleasant experience at all. No even meeting the standard minimum requirement for food. This shop should be very well ventilated since it’s a corner lot but no, somehow I can smell all the cooking from the kitchen which I don’t know why.",103565203221471560921,ChIJNeZdvuNy2jERLQ60Uyw5g4w_103565203221471560921,2024-10-09 06:45:52,Johor,restaurant,restaurant,Monday: 24 Hours | Tuesday: 24 Hours | Wednesday: 24 Hours | Thursday: 24 Hours | Friday: 24 Hours | Saturday: 24 Hours | Sunday: 24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,Restoran Habib Taman Tampoi Utama,negative,False,0.7394
20672,ChIJub03a49v2jERXi00LcRGYC8,Shoku-ya Sushi å¯¿å¸ç‰©è¯­,"18, Jalan Jaya Putra 7/2, Taman JP Perdana, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5770433,103.7689443,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=3413806325932764510,,4.8,1627,2025-10-20,C T,4,"The beef cutlet and eel with avocado sushi were enjoyable, but the lunch set was disappointing. The udon was overcooked, the sushi was just average, and the fish had too many small bones.",113390811001221493323,ChIJub03a49v2jERXi00LcRGYC8_113390811001221493323,2025-09-27 09:24:21,Johor,restaurant,restaurant,Monday: 11:30AM-10:30PM | Tuesday: 11:30AM-10:30PM | Wednesday: 11:30AM-10:30PM | Thursday: 11:30AM-10:30PM | Friday: 11:30AM-11:00PM | Saturday: 11:30AM-11:00PM | Sunday: 11:30AM-11:00PM,11:30AM-10:30PM,11:30AM-10:30PM,11:30AM-10:30PM,11:30AM-10:30PM,11:30AM-11:00PM,11:30AM-11:00PM,11:30AM-11:00PM,Shoku-ya Sushi,positive,False,-0.5187
20707,ChIJKyJDaUZv2jERY3Rk1-fD1A8,Cinema Cafe Johor Bahru,"61, Jalan Harmonium 23/12, Taman Desa Tebrau, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5547427,103.7982377,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=1140752006150124643,,3.8,397,2025-10-20,Shalani Manogaram,2,"Management: pls look into food taste, freshness and customer service. Staff need to attentive, and atleast self groomed. It will be more perfect atleat 1 local staff to be incharge, so can maintain the quality. Been here when this shop newly open, tat time taste was amazing. But today its kind of dissapointing. Food not fresh and like heat up from previous day. Kesari cold straight from fridge. Will be perfect if can bring back the taste.. as taste all went average. Hope can improve and accept this honest feedback. Thanks",112417460135976886829,ChIJKyJDaUZv2jERY3Rk1-fD1A8_112417460135976886829,2025-10-07 04:51:08,Johor,restaurant,restaurant,Monday: Closed | Tuesday: 9:00AM-10:00PM | Wednesday: 9:00AM-10:00PM | Thursday: 9:00AM-10:00PM | Friday: 9:00AM-10:00PM | Saturday: 9:00AM-10:00PM | Sunday: 9:00AM-10:00PM,Closed,9:00AM-10:00PM,9:00AM-10:00PM,9:00AM-10:00PM,9:00AM-10:00PM,9:00AM-10:00PM,9:00AM-10:00PM,Cinema Cafe Johor Bahru,negative,False,0.9828
20724,ChIJoQJV1ucS2jER8l_LSEX7xbc,Restoran Anjung Selatan,"No. 11 & 15, Jalan Padi Emas 1/8, Bandar Baru Uda, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4939998,103.7102401,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=13242266554345414642,2.0,4.1,1099,2025-10-20,Eda Nabilah,4,"The food is delicious, we ate the Masak Lemak Ayam. But.. there is no greeting and no thanks.

On google the restaurant close at 7:30pm, but we ate at 3:30pm the shop was about to close. There are only a few lauk options left.

Maybe can update the operating hours on Google !",113751060459181853488,ChIJoQJV1ucS2jER8l_LSEX7xbc_113751060459181853488,2024-11-26 08:08:56,Johor,restaurant,restaurant,Monday: 9:30AM-7:30PM | Tuesday: 9:30AM-7:30PM | Wednesday: 9:30AM-7:30PM | Thursday: 9:30AM-7:30PM | Friday: 9:00AM-7:00PM | Saturday: 9:30AM-7:30PM | Sunday: 10:15AM-7:30PM,9:30AM-7:30PM,9:30AM-7:30PM,9:30AM-7:30PM,9:30AM-7:30PM,9:00AM-7:00PM,9:30AM-7:30PM,10:15AM-7:30PM,Restoran Anjung Selatan,positive,False,-0.5896
